,date,open,close,high,low,volume,code
0,2008-01-02,5.029,5.332,5.374,4.999,44861.33,000963
1,2008-01-03,5.362,5.35,5.368,5.226,26207.9,000963
2,2008-01-04,5.35,5.241,5.368,5.181,22356.33,000963
3,2008-01-07,5.241,5.247,5.32,5.15,27321.64,000963
4,2008-01-08,5.241,4.947,5.317,4.938,77661.77,000963
5,2008-01-09,4.935,5.153,5.226,4.881,51421.27,000963
6,2008-01-10,5.12,5.15,5.29,5.059,42210.91,000963
7,2008-01-11,5.153,5.174,5.274,5.105,45146.57,000963
8,2008-01-14,5.181,5.274,5.302,5.181,25801.91,000963
9,2008-01-15,5.274,5.353,5.371,5.271,29292.0,000963
10,2008-01-16,5.302,5.347,5.417,5.153,56292.0,000963
11,2008-01-17,5.332,5.362,5.483,5.074,58151.88,000963
12,2008-01-18,5.305,5.332,5.447,5.232,23455.68,000963
13,2008-01-21,5.296,5.162,5.417,5.12,27654.96,000963
14,2008-01-22,5.09,4.647,5.09,4.647,45168.79,000963
15,2008-01-23,4.665,4.908,4.914,4.608,23879.98,000963
16,2008-01-24,4.999,5.156,5.211,4.908,24890.03,000963
17,2008-01-25,5.156,5.135,5.302,5.093,20622.13,000963
18,2008-01-28,5.15,4.847,5.202,4.811,21669.93,000963
19,2008-01-29,4.908,4.941,5.135,4.905,12969.43,000963
20,2008-01-30,5.074,4.817,5.105,4.817,21795.66,000963
21,2008-01-31,4.847,4.696,4.865,4.69,28322.62,000963
22,2008-02-01,4.726,4.538,4.787,4.257,15130.73,000963
23,2008-02-04,4.605,4.968,4.984,4.605,10762.4,000963
24,2008-02-05,4.953,4.847,5.002,4.817,8954.49,000963
25,2008-02-13,4.85,4.884,4.965,4.775,4483.12,000963
26,2008-02-14,4.914,5.065,5.09,4.914,8421.55,000963
27,2008-02-15,5.09,5.071,5.171,4.968,8539.02,000963
28,2008-02-18,5.074,5.25,5.317,5.074,20031.05,000963
29,2008-02-19,5.299,5.235,5.356,5.205,25770.41,000963
30,2008-02-20,5.287,5.208,5.287,5.174,17301.52,000963
31,2008-02-21,5.208,5.211,5.284,5.096,21049.2,000963
32,2008-02-22,5.177,5.023,5.211,4.847,19506.74,000963
33,2008-02-25,5.044,4.817,5.044,4.811,16366.64,000963
34,2008-02-26,4.935,4.847,5.023,4.696,12859.55,000963
35,2008-02-27,4.847,4.871,4.938,4.847,6426.79,000963
36,2008-02-28,4.878,4.911,4.938,4.772,9774.22,000963
37,2008-02-29,4.881,4.902,4.968,4.859,9559.91,000963
38,2008-03-03,4.896,5.12,5.162,4.823,24289.49,000963
39,2008-03-04,5.147,5.226,5.256,5.12,29364.47,000963
40,2008-03-05,5.229,5.311,5.371,5.165,35558.22,000963
41,2008-03-06,5.32,5.353,5.468,5.25,37014.92,000963
42,2008-03-07,5.35,5.135,5.393,5.12,32371.72,000963
43,2008-03-10,5.15,5.15,5.208,5.029,11867.15,000963
44,2008-03-11,5.044,5.168,5.211,5.035,9925.03,000963
45,2008-03-12,5.296,5.078,5.299,5.05,11595.66,000963
46,2008-03-13,5.005,4.899,5.044,4.826,11511.6,000963
47,2008-03-14,4.902,4.732,4.984,4.665,20438.28,000963
48,2008-03-17,4.726,4.263,4.817,4.26,12310.49,000963
49,2008-03-18,4.029,4.029,4.302,3.938,34703.05,000963
50,2008-03-19,4.12,4.302,4.411,4.06,14860.3,000963
51,2008-03-20,4.144,4.575,4.702,4.144,14806.79,000963
52,2008-03-21,4.559,4.802,4.999,4.514,13901.13,000963
53,2008-03-24,4.805,4.841,4.999,4.762,21720.19,000963
54,2008-03-25,4.787,4.802,4.999,4.693,19955.11,000963
55,2008-03-26,4.896,4.926,5.011,4.878,7804.6,000963
56,2008-03-27,4.929,4.699,4.929,4.696,19976.23,000963
57,2008-03-28,4.787,4.696,4.808,4.432,19137.36,000963
58,2008-03-31,4.675,4.332,4.741,4.329,20927.14,000963
59,2008-04-01,4.244,3.938,4.378,3.932,24202.43,000963
60,2008-04-02,3.923,3.905,4.135,3.651,16357.49,000963
61,2008-04-03,3.905,4.287,4.287,3.787,14318.12,000963
62,2008-04-07,4.293,4.681,4.681,4.241,12761.27,000963
63,2008-04-08,4.635,4.644,4.865,4.562,14902.51,000963
64,2008-04-09,4.635,4.408,4.802,4.402,13903.55,000963
65,2008-04-10,4.335,4.638,4.65,4.244,8211.81,000963
66,2008-04-11,4.696,4.644,4.741,4.575,4773.71,000963
67,2008-04-14,4.647,4.423,4.65,4.399,6890.63,000963
68,2008-04-16,4.553,4.302,4.584,4.154,34559.3,000963
69,2008-04-17,4.272,4.084,4.378,3.908,33058.88,000963
70,2008-04-18,3.969,4.114,4.287,3.848,25672.44,000963
71,2008-04-21,4.387,4.035,4.484,3.938,16401.7,000963
72,2008-04-22,3.938,3.938,4.12,3.848,24917.95,000963
73,2008-04-23,3.938,4.06,4.147,3.908,24578.64,000963
74,2008-04-25,4.453,4.387,4.453,4.211,96747.88,000963
75,2008-04-28,4.302,4.29,4.35,4.238,40690.6,000963
76,2008-04-29,4.302,4.247,4.411,4.214,31170.51,000963
77,2008-04-30,4.29,4.408,4.42,4.226,48593.33,000963
78,2008-05-05,4.426,4.584,4.635,4.384,43979.44,000963
79,2008-05-06,4.569,4.572,4.65,4.456,36495.9,000963
80,2008-05-07,4.541,4.332,4.747,4.332,42569.62,000963
81,2008-05-08,4.302,4.514,4.529,4.302,30457.62,000963
82,2008-05-09,4.544,4.711,4.753,4.484,52892.83,000963
83,2008-05-12,4.638,5.014,5.114,4.593,93462.75,000963
84,2008-05-13,4.965,5.49,5.511,4.923,130630.21,000963
85,2008-05-14,5.477,5.241,5.605,5.114,112020.57,000963
86,2008-05-15,5.211,5.09,5.287,5.059,61047.3,000963
87,2008-05-16,5.09,4.993,5.181,4.896,34638.61,000963
88,2008-05-19,5.017,5.005,5.165,4.999,24590.26,000963
89,2008-05-20,4.993,4.605,5.011,4.569,37666.03,000963
90,2008-05-21,4.544,4.765,4.841,4.393,41159.29,000963
91,2008-05-22,4.732,4.599,4.765,4.517,45308.18,000963
92,2008-05-23,4.559,4.456,4.596,4.387,30925.88,000963
93,2008-05-26,4.399,4.614,4.696,4.399,27898.18,000963
94,2008-05-27,4.614,4.723,4.802,4.575,35937.12,000963
95,2008-05-28,4.753,4.838,4.847,4.65,24425.93,000963
96,2008-05-29,4.838,4.687,4.902,4.672,15166.46,000963
97,2008-05-30,4.687,4.665,4.811,4.581,8902.52,000963
98,2008-06-02,4.623,4.702,4.79,4.599,10516.1,000963
99,2008-06-03,4.699,4.756,4.793,4.605,14191.0,000963
100,2008-06-04,4.729,4.653,4.787,4.632,15562.45,000963
101,2008-06-05,4.599,4.466,4.675,4.453,16090.85,000963
102,2008-06-06,4.423,4.329,4.511,4.26,15390.13,000963
103,2008-06-10,4.093,3.896,4.199,3.896,26804.45,000963
104,2008-06-11,3.881,4.008,4.063,3.881,19513.32,000963
105,2008-06-12,3.993,4.032,4.126,3.969,13555.7,000963
106,2008-06-13,4.06,3.975,4.111,3.908,8532.11,000963
107,2008-06-16,4.029,4.044,4.044,3.787,12930.6,000963
108,2008-06-17,3.969,3.748,4.075,3.651,18199.49,000963
109,2008-06-18,3.666,3.938,3.984,3.569,18744.42,000963
110,2008-06-19,3.863,3.545,3.878,3.545,14388.66,000963
111,2008-06-20,3.442,3.548,3.726,3.317,16721.23,000963
112,2008-06-23,3.393,3.532,3.623,3.39,10853.36,000963
113,2008-06-24,3.508,3.705,3.711,3.508,15899.08,000963
114,2008-06-25,3.705,3.908,3.917,3.635,12321.92,000963
115,2008-06-26,3.844,3.866,3.954,3.805,8022.65,000963
116,2008-06-27,3.757,3.666,3.757,3.575,13238.71,000963
117,2008-06-30,3.578,3.696,3.711,3.539,13939.87,000963
118,2008-07-01,3.72,3.608,3.763,3.484,6445.26,000963
119,2008-07-02,3.539,3.635,3.711,3.539,4834.1,000963
120,2008-07-03,3.557,3.772,3.832,3.545,15970.57,000963
121,2008-07-04,3.772,3.814,3.863,3.696,19364.16,000963
122,2008-07-07,3.857,4.005,4.084,3.857,8508.25,000963
123,2008-07-08,4.087,4.078,4.181,3.917,22484.56,000963
124,2008-07-09,4.09,4.099,4.15,4.008,19679.04,000963
125,2008-07-10,4.06,4.09,4.114,3.999,9277.8,000963
126,2008-07-11,4.087,4.029,4.09,3.938,11052.55,000963
127,2008-07-14,3.993,3.987,4.135,3.932,31207.16,000963
128,2008-07-15,3.999,3.932,4.041,3.917,16271.92,000963
129,2008-07-16,3.932,3.635,3.932,3.563,8265.8,000963
130,2008-07-17,3.754,3.687,3.872,3.654,18647.7,000963
131,2008-07-18,3.69,3.947,3.984,3.69,13046.08,000963
132,2008-07-21,3.963,4.066,4.135,3.878,15514.25,000963
133,2008-07-22,4.023,4.19,4.25,4.023,25765.84,000963
134,2008-07-23,4.138,4.066,4.187,4.044,5289.61,000963
135,2008-07-24,4.047,4.114,4.196,4.047,8680.15,000963
136,2008-07-25,4.108,4.014,4.111,4.014,4395.4,000963
137,2008-07-28,4.044,4.047,4.117,4.041,3114.93,000963
138,2008-07-29,4.044,4.026,4.114,3.975,8387.68,000963
139,2008-07-30,4.047,3.917,4.063,3.893,6644.28,000963
140,2008-07-31,3.911,3.817,3.935,3.817,3654.99,000963
141,2008-08-01,3.817,3.917,3.96,3.775,3721.21,000963
142,2008-08-04,3.905,3.881,3.999,3.863,4846.75,000963
143,2008-08-05,3.881,3.775,3.969,3.772,9355.5,000963
144,2008-08-06,3.938,3.802,3.938,3.76,2432.63,000963
145,2008-08-07,3.732,3.79,3.878,3.635,2497.04,000963
146,2008-08-08,3.832,3.608,3.832,3.575,4177.65,000963
147,2008-08-11,3.611,3.305,3.611,3.287,7403.43,000963
148,2008-08-12,3.317,3.287,3.432,3.081,7612.77,000963
149,2008-08-13,3.242,3.278,3.32,3.163,5486.34,000963
150,2008-08-15,3.278,3.175,3.317,3.154,11711.02,000963
151,2008-08-18,3.139,2.857,3.175,2.857,25051.0,000963
152,2008-08-19,2.787,2.86,2.927,2.748,19487.2,000963
153,2008-08-20,2.836,3.084,3.09,2.76,36507.26,000963
154,2008-08-21,3.03,2.799,3.054,2.775,14503.66,000963
155,2008-08-22,2.787,2.648,2.833,2.642,9809.92,000963
156,2008-08-25,2.669,2.648,2.739,2.648,10547.0,000963
157,2008-08-26,2.63,2.605,2.639,2.515,15135.02,000963
158,2008-08-27,2.578,2.59,2.624,2.518,9566.33,000963
159,2008-08-28,2.575,2.696,2.699,2.566,8491.38,000963
160,2008-08-29,2.693,2.696,2.775,2.66,8888.95,000963
161,2008-09-01,2.611,2.787,2.799,2.611,16495.55,000963
162,2008-09-02,2.781,2.817,2.848,2.727,6227.92,000963
163,2008-09-03,2.817,2.787,2.817,2.63,8176.19,000963
164,2008-09-04,2.699,2.739,2.775,2.672,1802.45,000963
165,2008-09-05,2.669,2.696,2.727,2.639,3019.29,000963
166,2008-09-08,2.727,2.512,2.727,2.484,8041.39,000963
167,2008-09-09,2.512,2.542,2.636,2.445,3589.34,000963
168,2008-09-10,2.542,2.545,2.624,2.515,1551.21,000963
169,2008-09-11,2.602,2.593,2.633,2.545,4851.06,000963
