,date,open,close,high,low,volume,code
0,2008-01-02,38.537,38.063,38.547,37.37,303100.11,601600
1,2008-01-03,38.063,38.784,38.853,36.678,404672.9,601600
2,2008-01-04,38.24,39.862,40.633,37.875,626017.11,601600
3,2008-01-07,39.911,39.931,40.524,39.545,502195.01,601600
4,2008-01-08,40.05,39.536,41.009,39.051,495618.38,601600
5,2008-01-09,39.437,41.839,41.908,39.071,588042.56,601600
6,2008-01-10,42.225,42.966,44.232,42.225,743589.47,601600
7,2008-01-11,43.006,42.324,43.283,42.027,312783.14,601600
8,2008-01-14,42.343,42.324,43.164,42.116,258295.11,601600
9,2008-01-15,42.343,42.531,43.006,40.841,426905.37,601600
10,2008-01-16,41.72,40.149,41.819,40.089,357373.4,601600
11,2008-01-17,39.447,38.033,40.495,37.272,397240.65,601600
12,2008-01-18,38.063,38.636,39.051,37.578,239548.06,601600
13,2008-01-21,38.656,35.601,38.755,35.373,318196.42,601600
14,2008-01-22,34.108,32.042,34.484,32.042,455681.34,601600
15,2008-01-23,31.933,33.07,33.91,31.419,359624.31,601600
16,2008-01-24,33.317,32.249,33.515,31.636,359172.13,601600
17,2008-01-25,32.269,33.06,33.861,32.269,285883.59,601600
18,2008-01-28,33.139,29.758,33.268,29.758,318263.41,601600
19,2008-01-29,29.659,29.382,30.845,28.67,255023.24,601600
20,2008-01-30,30.341,30.074,30.845,29.382,254182.25,601600
21,2008-01-31,30.074,29.817,30.648,29.412,154781.1,601600
22,2008-02-01,30.153,29.066,30.44,27.791,183262.8,601600
23,2008-02-04,30.944,31.973,31.973,30.944,148019.65,601600
24,2008-02-05,34.078,34.187,35.077,33.416,510137.14,601600
25,2008-02-13,34.009,32.902,34.009,32.131,189699.67,601600
26,2008-02-14,33.179,33.406,33.643,32.625,110211.4,601600
27,2008-02-15,32.823,32.497,33.297,32.032,118369.0,601600
28,2008-02-18,33.119,32.625,33.406,32.605,135619.82,601600
29,2008-02-19,32.724,33.811,34.187,32.239,241088.6,601600
30,2008-02-20,34.592,33.515,35.354,33.436,300438.99,601600
31,2008-02-21,33.129,32.991,33.604,32.378,155165.04,601600
32,2008-02-22,32.872,32.615,33.821,32.21,181831.63,601600
33,2008-02-25,32.971,30.579,33.02,30.549,196124.08,601600
34,2008-02-26,31.389,30.826,31.834,29.689,140158.4,601600
35,2008-02-27,30.954,31.409,31.824,30.331,102337.3,601600
36,2008-02-28,31.735,31.577,32.378,31.429,135156.66,601600
37,2008-02-29,31.607,31.636,32.121,31.192,96127.55,601600
38,2008-03-03,31.32,31.913,32.328,30.312,241186.88,601600
39,2008-03-04,32.21,31.409,32.902,31.231,232670.58,601600
40,2008-03-05,30.925,30.262,31.142,30.025,190295.49,601600
41,2008-03-06,30.569,30.559,31.271,29.985,172919.26,601600
42,2008-03-07,30.055,30.42,31.182,29.857,126568.48,601600
43,2008-03-10,30.074,29.076,30.203,28.868,161376.63,601600
