,date,open,close,high,low,volume,code
0,2011-06-30,21.663,25.06,25.789,21.663,562925.0,002594
1,2011-07-01,25.375,27.571,27.571,24.617,335612.0,002594
2,2011-07-04,28.438,30.328,30.328,28.142,219645.0,002594
3,2011-07-05,32.278,32.544,33.361,31.401,381080.0,002594
4,2011-07-06,32.297,32.888,35.005,31.618,312967.0,002594
5,2011-07-07,32.593,33.075,33.45,32.081,226450.0,002594
6,2011-07-08,32.888,32.563,33.144,31.372,175064.0,002594
7,2011-07-11,32.297,32.327,33.105,32.012,130967.0,002594
8,2011-07-12,31.982,31.027,32.13,30.722,180603.0,002594
9,2011-07-13,30.348,30.712,30.82,30.052,167815.0,002594
10,2011-07-14,30.712,29.54,31.086,28.881,193804.0,002594
11,2011-07-15,29.343,29.353,29.718,28.684,139468.0,002594
12,2011-07-18,29.334,31.549,32.101,29.255,313659.0,002594
13,2011-07-19,30.624,29.59,30.958,29.442,160857.0,002594
14,2011-07-20,30.033,29.934,30.771,29.629,110172.0,002594
15,2011-07-21,29.59,28.713,29.639,28.566,100731.0,002594
16,2011-07-22,28.753,28.95,29.147,28.369,61436.0,002594
17,2011-07-25,28.566,27.236,28.703,27.079,85728.0,002594
18,2011-07-26,27.256,27.591,27.866,26.901,54683.0,002594
19,2011-07-27,27.473,28.753,28.861,26.98,99175.0,002594
20,2011-07-28,28.162,27.965,28.26,27.482,57659.0,002594
21,2011-07-29,27.975,27.738,28.753,27.581,51224.0,002594
22,2011-08-01,27.63,28.664,29.127,27.571,83125.0,002594
23,2011-08-02,28.221,30.171,31.47,27.778,173749.0,002594
24,2011-08-03,29.737,30.102,31.51,29.57,132819.0,002594
25,2011-08-04,29.836,29.471,30.407,29.196,86576.0,002594
26,2011-08-05,28.093,28.191,28.91,27.571,73093.0,002594
27,2011-08-08,27.571,25.838,27.571,25.405,90570.0,002594
28,2011-08-09,24.647,26.045,26.291,23.701,89982.0,002594
29,2011-08-10,26.577,26.045,27.0,26.015,73566.0,002594
30,2011-08-11,24.666,26.084,26.143,24.666,52259.0,002594
31,2011-08-12,26.34,26.468,27.463,26.252,68325.0,002594
32,2011-08-15,26.586,28.014,28.703,26.586,116744.0,002594
33,2011-08-16,27.866,27.187,27.866,27.079,66999.0,002594
34,2011-08-17,27.079,27.364,27.738,26.99,37897.0,002594
35,2011-08-18,27.394,26.389,27.561,26.301,46994.0,002594
36,2011-08-19,25.602,25.71,25.966,25.287,38502.0,002594
37,2011-08-22,25.71,25.907,26.212,25.503,34515.0,002594
38,2011-08-23,25.946,26.222,26.36,25.257,56652.0,002594
39,2011-08-24,26.192,25.346,26.222,25.247,79057.0,002594
40,2011-08-25,25.159,25.562,25.72,24.676,60247.0,002594
41,2011-08-26,25.415,25.68,26.055,25.287,53236.0,002594
42,2011-08-29,25.621,25.208,25.651,25.208,34794.0,002594
43,2011-08-30,25.356,25.326,26.094,25.218,54540.0,002594
44,2011-08-31,25.287,24.4,25.287,23.957,54482.0,002594
45,2011-09-01,24.4,23.731,24.696,23.632,47168.0,002594
46,2011-09-02,23.632,23.701,23.888,23.258,31158.0,002594
47,2011-09-05,23.76,22.451,23.76,22.313,39031.0,002594
48,2011-09-06,22.313,22.461,22.746,22.017,30109.0,002594
49,2011-09-07,22.569,23.11,23.494,22.569,45150.0,002594
50,2011-09-08,23.13,22.195,23.14,22.155,37889.0,002594
51,2011-09-13,20.787,20.806,21.141,20.186,43216.0,002594
52,2011-09-14,20.678,21.033,21.052,20.304,33721.0,002594
53,2011-09-15,20.678,20.718,21.318,20.678,36668.0,002594
54,2011-09-16,20.915,20.472,21.013,20.452,30065.0,002594
55,2011-09-19,20.383,19.349,20.383,19.3,39875.0,002594
56,2011-09-20,18.926,19.772,20.068,18.906,39466.0,002594
57,2011-09-21,19.595,20.324,20.491,19.575,40636.0,002594
58,2011-09-22,20.156,19.605,20.166,19.575,33515.0,002594
59,2011-09-23,19.024,19.024,19.369,18.866,25275.0,002594
60,2011-09-26,18.935,18.906,19.379,18.768,24209.0,002594
61,2011-09-27,18.965,20.629,20.777,18.906,99018.0,002594
62,2011-09-28,20.629,20.038,20.993,19.891,78687.0,002594
63,2011-09-29,19.694,19.408,20.265,19.201,41532.0,002594
64,2011-09-30,18.906,19.004,19.251,18.719,54027.0,002594
65,2011-10-10,19.004,17.813,19.201,17.705,77394.0,002594
66,2011-10-11,18.305,17.754,18.66,17.498,55202.0,002594
67,2011-10-12,17.714,18.315,18.433,17.133,57690.0,002594
68,2011-10-13,18.217,19.546,19.959,17.97,104175.0,002594
69,2011-10-14,19.201,19.3,19.359,18.916,63004.0,002594
70,2011-10-17,19.3,19.349,19.487,19.004,39250.0,002594
71,2011-10-18,19.201,18.315,19.201,18.315,50845.0,002594
72,2011-10-19,18.286,19.113,19.792,18.167,64461.0,002594
73,2011-10-20,18.807,18.66,19.083,18.03,33208.0,002594
74,2011-10-21,18.719,19.113,19.664,18.709,61085.0,002594
75,2011-10-24,19.132,20.472,20.816,19.132,114641.0,002594
76,2011-10-25,20.412,20.875,21.318,19.812,107217.0,002594
77,2011-10-26,20.412,20.462,20.974,20.235,84787.0,002594
78,2011-10-27,20.668,21.318,22.037,20.501,121013.0,002594
79,2011-10-28,21.663,21.407,21.702,20.984,79810.0,002594
80,2011-10-31,21.574,22.5,22.845,21.574,119402.0,002594
81,2011-11-01,22.244,24.755,24.755,22.057,191982.0,002594
82,2011-11-02,24.676,25.424,25.749,24.469,181020.0,002594
83,2011-11-03,25.011,24.952,25.198,24.558,126868.0,002594
84,2011-11-04,24.952,24.656,25.109,24.469,77110.0,002594
85,2011-11-07,24.42,23.987,24.42,23.544,74115.0,002594
86,2011-11-08,23.829,23.987,24.597,23.731,70743.0,002594
87,2011-11-09,23.977,24.046,24.272,23.042,68894.0,002594
88,2011-11-10,23.455,23.435,23.682,23.179,71510.0,002594
89,2011-11-11,23.337,22.943,23.613,22.894,49542.0,002594
90,2011-11-14,24.125,25.237,25.237,23.957,106506.0,002594
91,2011-11-15,27.079,27.079,27.719,26.094,240772.0,002594
92,2011-11-16,26.734,26.025,26.744,25.799,120478.0,002594
93,2011-11-17,25.946,26.133,26.734,25.927,81369.0,002594
94,2011-11-18,25.602,24.735,25.602,24.568,87043.0,002594
95,2011-11-21,24.794,25.06,25.848,24.686,73779.0,002594
96,2011-11-22,24.42,25.011,25.04,23.957,60908.0,002594
97,2011-11-23,25.001,24.627,25.178,24.617,47455.0,002594
98,2011-11-24,24.322,24.912,25.454,23.731,82081.0,002594
