,date,open,close,high,low,volume,code
0,2008-01-10,16.653,17.896,18.316,16.305,697634.94,601991
1,2008-01-11,17.929,17.614,18.09,16.959,405223.38,601991
2,2008-01-14,17.444,16.871,17.444,16.523,290091.65,601991
3,2008-01-15,16.79,17.234,17.363,16.281,386284.22,601991
4,2008-01-16,16.959,16.362,17.105,16.33,169178.43,601991
5,2008-01-17,16.152,15.465,16.677,15.102,197939.98,601991
6,2008-01-18,15.474,16.911,17.0,15.191,255930.64,601991
7,2008-01-21,16.798,16.467,17.517,16.225,286213.76,601991
8,2008-01-22,15.998,14.819,15.998,14.819,229359.79,601991
9,2008-01-23,14.537,15.264,15.627,14.416,160488.41,601991
10,2008-01-24,15.506,15.805,16.152,15.045,163704.08,601991
11,2008-01-25,15.546,15.603,16.071,15.36,112007.05,601991
12,2008-01-28,15.603,14.044,15.603,14.044,143102.31,601991
13,2008-01-29,13.971,14.311,14.512,13.568,102509.39,601991
14,2008-01-30,14.537,14.448,14.932,13.568,148799.01,601991
15,2008-01-31,14.286,13.01,14.658,13.002,238525.31,601991
16,2008-02-01,13.035,11.71,13.245,11.71,267286.64,601991
17,2008-02-04,11.985,12.881,12.881,11.977,220618.03,601991
18,2008-02-05,13.083,13.172,13.471,12.518,156847.35,601991
19,2008-02-13,13.245,13.107,13.398,12.881,76717.14,601991
20,2008-02-14,13.083,13.188,13.39,13.067,62230.11,601991
21,2008-02-15,13.14,12.865,13.14,12.663,69903.02,601991
22,2008-02-18,13.115,13.164,13.317,12.922,82601.05,601991
23,2008-02-19,13.285,14.173,14.222,13.051,145280.08,601991
24,2008-02-20,14.173,13.673,14.399,13.648,143512.46,601991
25,2008-02-21,13.527,13.576,13.81,13.14,84975.29,601991
26,2008-02-22,13.576,13.027,13.576,12.76,93189.2,601991
27,2008-02-25,13.027,12.437,13.228,12.34,76463.96,601991
28,2008-02-26,12.679,12.744,13.148,12.259,59144.13,601991
29,2008-02-27,12.913,13.043,13.123,12.566,52730.33,601991
30,2008-02-28,13.091,12.841,13.123,12.72,46952.43,601991
31,2008-02-29,12.8,12.986,13.099,12.679,45804.3,601991
32,2008-03-03,12.922,13.333,13.446,12.695,87655.2,601991
33,2008-03-04,13.333,13.107,13.705,13.083,91560.01,601991
34,2008-03-05,13.002,12.8,13.131,12.477,84435.34,601991
35,2008-03-06,12.825,12.986,13.245,12.558,73831.62,601991
36,2008-03-07,13.115,12.817,13.115,12.72,45041.87,601991
37,2008-03-10,12.76,12.364,12.76,12.227,58829.52,601991
38,2008-03-11,12.275,12.34,12.518,12.033,43879.0,601991
39,2008-03-12,12.566,12.041,12.752,12.033,44717.44,601991
40,2008-03-13,12.033,11.5,12.033,11.306,61895.14,601991
41,2008-03-14,11.5,11.621,11.751,11.306,58229.92,601991
42,2008-03-17,11.629,10.911,11.662,10.822,49193.72,601991
43,2008-03-18,10.886,9.828,10.983,9.82,75250.28,601991
44,2008-03-19,9.877,10.273,10.499,9.877,80367.6,601991
45,2008-03-20,10.273,10.555,10.66,9.691,65767.95,601991
46,2008-03-21,10.579,10.919,11.282,10.386,76850.74,601991
47,2008-03-24,10.943,10.507,11.217,10.499,52414.65,601991
48,2008-03-25,10.321,10.935,11.016,9.998,67482.8,601991
49,2008-03-26,10.911,10.991,11.145,10.822,44419.17,601991
50,2008-03-27,10.725,10.41,10.951,10.022,43439.42,601991
51,2008-03-28,10.378,10.709,10.789,9.933,51188.15,601991
52,2008-03-31,10.491,10.596,10.983,10.337,40370.64,601991
53,2008-04-01,10.604,9.828,10.701,9.707,44757.81,601991
54,2008-04-02,9.853,10.475,10.814,9.457,145943.19,601991
55,2008-04-03,10.499,11.242,11.508,10.111,142043.77,601991
56,2008-04-07,11.242,12.074,12.106,11.024,137781.5,601991
57,2008-04-08,12.082,12.179,12.905,11.831,197995.56,601991
58,2008-04-09,12.187,11.201,12.187,11.169,104540.57,601991
59,2008-04-10,10.903,11.662,11.702,10.822,81218.92,601991
60,2008-04-11,11.791,11.662,11.855,11.484,48875.05,601991
61,2008-04-14,11.508,11.226,11.791,10.991,58971.9,601991
62,2008-04-15,11.201,12.057,12.114,11.121,83183.73,601991
63,2008-04-16,11.952,11.621,12.187,11.468,65049.61,601991
64,2008-04-17,11.322,10.507,11.815,10.491,92304.62,601991
65,2008-04-18,10.491,9.497,10.491,9.457,93931.35,601991
66,2008-04-21,10.095,9.942,10.442,9.538,78915.77,601991
67,2008-04-22,9.942,9.683,9.942,9.408,52937.62,601991
68,2008-04-23,9.586,10.055,10.176,9.449,69338.62,601991
69,2008-04-24,10.903,11.064,11.064,10.539,142431.62,601991
70,2008-04-25,11.104,10.983,11.468,10.862,113458.74,601991
71,2008-04-28,10.854,10.789,11.29,10.66,68493.24,601991
72,2008-04-29,10.789,11.113,11.217,10.741,66163.94,601991
73,2008-04-30,11.113,11.25,11.371,11.024,124576.68,601991
74,2008-05-05,11.274,11.347,11.452,10.983,117263.4,601991
75,2008-05-06,11.29,11.452,11.702,10.967,136824.57,601991
76,2008-05-07,11.395,10.612,11.589,10.588,103480.74,601991
77,2008-05-08,10.507,10.765,10.822,10.2,80369.45,601991
78,2008-05-09,10.741,10.434,10.822,10.256,84316.62,601991
79,2008-05-12,10.329,10.483,10.701,9.998,69924.84,601991
80,2008-05-13,10.079,10.135,10.418,9.974,74479.36,601991
81,2008-05-14,10.135,10.426,10.458,10.135,60984.17,601991
