,date,open,high,low,close
267,2006-05-22,1366.32,1387.57,1360.35,1373.67
268,2006-05-23,1365.1,1365.1,1316.55,1317.65
269,2006-05-24,1325.68,1351.31,1277.33,1308.24
270,2006-05-25,1304.69,1316.47,1285.73,1307.7
271,2006-05-26,1312.24,1331.45,1309.46,1331.02
272,2006-05-29,1339.9,1366.84,1330.63,1366.29
273,2006-05-30,1375.3,1384.68,1360.55,1378.76
274,2006-05-31,1377.45,1386.94,1355.01,1365.45
275,2006-06-01,1364.18,1403.27,1362.94,1402.88
276,2006-06-02,1406.62,1411.78,1382,1390.12
277,2006-06-05,1391.46,1403.3,1362.72,1403.16
278,2006-06-06,1400.27,1413.11,1391.9,1399.14
279,2006-06-07,1398.18,1398.18,1319.7,1320.23
280,2006-06-08,1309.07,1331.89,1286.9,1325.98
281,2006-06-09,1320.81,1329.83,1293.05,1294.19
282,2006-06-12,1283.83,1308.12,1275.4,1297.67
283,2006-06-13,1296.41,1312.13,1284.62,1298.28
284,2006-06-14,1291.69,1291.69,1269.52,1283.88
285,2006-06-15,1283.72,1300.11,1280.5,1285.39
286,2006-06-16,1290,1318.02,1290,1318.01
287,2006-06-19,1306.26,1341.99,1294.9,1334.89
288,2006-06-20,1333.62,1341.24,1323.78,1338.22
289,2006-06-21,1336.84,1347,1320.41,1333.53
290,2006-06-22,1331.93,1341.73,1326.15,1331.55
291,2006-06-23,1329.11,1340.27,1319.51,1339.45
292,2006-06-26,1341.61,1363.57,1341.61,1363.41
293,2006-06-27,1365.04,1368.41,1354.09,1363.9
294,2006-06-28,1361.79,1366.34,1353.63,1362.89
295,2006-06-29,1365.25,1395.24,1365.25,1395.12
296,2006-06-30,1402.59,1408.79,1384.99,1393.96
297,2006-07-03,1398.74,1420.33,1393.92,1420.33
298,2006-07-04,1423.08,1426.1,1401.15,1411.01
299,2006-07-05,1409.9,1409.9,1377.22,1393.01
300,2006-07-06,1391.64,1418.76,1390.19,1418.68
301,2006-07-07,1423.72,1426.4,1405.99,1410.43
302,2006-07-10,1410.5,1413.58,1397.44,1412.12
303,2006-07-11,1414.14,1418.82,1406.5,1418.57
304,2006-07-12,1419.07,1430.94,1416.74,1419.2
305,2006-07-13,1415.88,1418.14,1344.16,1346.09
306,2006-07-14,1333.74,1367.74,1327.59,1357.13
307,2006-07-17,1354.14,1372.25,1348.43,1372.25
308,2006-07-18,1370.9,1373.59,1359.91,1373.42
309,2006-07-19,1370.29,1370.29,1330.28,1336.64
310,2006-07-20,1335.41,1346.85,1329.18,1345.19
311,2006-07-21,1344.6,1357.34,1344.57,1356.03
312,2006-07-24,1340.28,1359.56,1327.9,1358.12
313,2006-07-25,1359.32,1378.84,1359.32,1374.17
314,2006-07-26,1377.78,1380.8,1367.05,1371.3
315,2006-07-27,1370.75,1379.25,1347.29,1355.55
316,2006-07-28,1354.92,1359.74,1327.66,1341.39
317,2006-07-31,1338.04,1338.04,1293.53,1294.33
318,2006-08-01,1292.71,1302.89,1278.54,1282.06
319,2006-08-02,1281.89,1288.61,1258.01,1275.09
320,2006-08-03,1277.63,1281.79,1261.69,1271.74
321,2006-08-04,1272.36,1278.25,1239.38,1241.91
322,2006-08-07,1233.49,1241.85,1221.99,1224.1
323,2006-08-08,1225.04,1252.39,1225.04,1252.39
324,2006-08-09,1254.37,1258.21,1245.39,1251.3
325,2006-08-10,1251.16,1271.47,1251.08,1271.47
326,2006-08-11,1273.27,1277.97,1265.52,1275.65
327,2006-08-14,1275.14,1279.31,1241.95,1245.72
328,2006-08-15,1243.16,1265.86,1239.91,1265.86
329,2006-08-16,1266.82,1283.57,1262.54,1283.57
330,2006-08-17,1280.28,1280.28,1263.93,1271.63
331,2006-08-18,1270.22,1280.83,1265.82,1267.87
332,2006-08-21,1235.43,1270.67,1229.17,1270.56
333,2006-08-22,1270.1,1289.02,1269.1,1285.27
334,2006-08-23,1284.82,1294.82,1282.84,1285.68
335,2006-08-24,1284.83,1292.4,1274.56,1292.4
336,2006-08-25,1293.5,1301.75,1292.45,1295.44
337,2006-08-28,1298.46,1325.89,1298.36,1325.89
338,2006-08-29,1328.61,1349.2,1327,1330.16
339,2006-08-30,1328.37,1336.39,1319.82,1334.67
340,2006-08-31,1335.59,1342.79,1331.29,1338.69
341,2006-09-01,1339.31,1340.12,1314.57,1318.1
342,2006-09-04,1315.71,1337.24,1315.61,1337.24
343,2006-09-05,1339.59,1345.71,1334.72,1340.68
344,2006-09-06,1341.4,1346.37,1331.85,1346.37
345,2006-09-07,1348.17,1348.28,1323.98,1328.38
346,2006-09-08,1327.56,1334.73,1326.25,1332.15
347,2006-09-11,1331.89,1338.76,1319.21,1338.76
348,2006-09-12,1338.81,1350.53,1337.3,1347.64
349,2006-09-13,1348.85,1356.86,1337.46,1338.39
350,2006-09-14,1338.35,1345.59,1323.8,1338.28
351,2006-09-15,1338.41,1362.4,1338.14,1362.32
352,2006-09-18,1367.65,1375.58,1362.14,1375.56
353,2006-09-19,1377.72,1385.62,1371.43,1378.31
354,2006-09-20,1376.12,1381.81,1365.72,1378.46
355,2006-09-21,1378.46,1390.62,1378.46,1387.37
356,2006-09-22,1389.87,1393.53,1373.94,1374.85
357,2006-09-25,1372.81,1383.77,1361.61,1372.4
358,2006-09-26,1370.86,1371.58,1351.18,1357.65
359,2006-09-27,1357.28,1371.12,1355.39,1371.12
360,2006-09-28,1372.13,1389.56,1369.4,1387
361,2006-09-29,1389.07,1405.56,1389.04,1403.27
362,2006-10-09,1420.36,1436.07,1418.21,1436.07
363,2006-10-10,1437.69,1443.5,1426.97,1437.24
364,2006-10-11,1436.68,1440.21,1421.81,1435.91
365,2006-10-12,1436.2,1438.8,1423.63,1426.5
366,2006-10-13,1424.3,1436.1,1420.96,1430.88
367,2006-10-16,1432.31,1434.53,1415.49,1418.52
368,2006-10-17,1416.95,1426.29,1410.67,1414.45
369,2006-10-18,1413.91,1437.59,1413.55,1437.59
370,2006-10-19,1438.84,1445.62,1433.94,1439.38
371,2006-10-20,1440.67,1447.95,1436.65,1440.18
372,2006-10-23,1439.54,1444.92,1403.01,1408.71
373,2006-10-24,1408.58,1440.05,1408.58,1440.05
374,2006-10-25,1443.11,1459.73,1434.81,1446.82
375,2006-10-26,1447.09,1457.37,1435.28,1456.09
376,2006-10-27,1455.98,1460.45,1433.35,1439.05
377,2006-10-30,1436.66,1446.24,1428.33,1446.24
378,2006-10-31,1447.06,1464.48,1447.06,1464.47
379,2006-11-01,1465.67,1479.41,1461.32,1479.41
380,2006-11-02,1480.55,1480.55,1464.6,1479.66
381,2006-11-03,1481.58,1497.47,1480.77,1488.29
382,2006-11-06,1477.44,1507.97,1472,1507.89
383,2006-11-07,1512.65,1516.8,1491.33,1516.1
384,2006-11-08,1512.36,1513.04,1497.01,1498.17
385,2006-11-09,1491.8,1527.38,1489.2,1524.71
386,2006-11-10,1525.23,1535.2,1493.2,1504.06
387,2006-11-13,1498.06,1512.95,1465.63,1475.78
388,2006-11-14,1475.44,1493.88,1453.26,1493.78
389,2006-11-15,1494.11,1534.85,1490.87,1534.76
390,2006-11-16,1540.26,1558.41,1531.29,1533.29
391,2006-11-17,1528.01,1562.24,1521.55,1562.08
392,2006-11-20,1567.34,1593.19,1567.34,1593.16
393,2006-11-21,1591.47,1612.46,1568.95,1612.25
394,2006-11-22,1610.05,1639.41,1600.38,1624.03
395,2006-11-23,1623.71,1642.81,1618.04,1634.91
396,2006-11-24,1629.89,1640.75,1611.55,1636.58
397,2006-11-27,1632.66,1651.8,1627.92,1651.8
398,2006-11-28,1649.68,1656.19,1629.82,1644.01
399,2006-11-29,1617.69,1672.91,1604.81,1667.14
400,2006-11-30,1671.67,1714.49,1671.67,1714.36
401,2006-12-01,1719.28,1741.8,1715.79,1729.22
402,2006-12-04,1731.9,1780.8,1731.9,1780.74
403,2006-12-05,1785.44,1811.66,1777.43,1794.23
404,2006-12-06,1794.26,1806.65,1717.72,1779.41
405,2006-12-07,1774.19,1820.72,1770.57,1775.71
406,2006-12-08,1752.77,1772.16,1710,1711.58
407,2006-12-11,1705.91,1790.11,1705.91,1789.92
408,2006-12-12,1798.46,1819.8,1772.11,1802.79
409,2006-12-13,1805.42,1813.28,1779.56,1803.86
410,2006-12-14,1807.08,1836.19,1805.2,1836.14
411,2006-12-15,1842.88,1867.78,1832.51,1867.64
412,2006-12-18,1875.01,1918.29,1875.01,1916.11
413,2006-12-19,1924.8,1936.75,1882.54,1921.44
414,2006-12-20,1912.9,1936.8,1893.42,1936.55
415,2006-12-21,1935.78,1945.47,1905.72,1908.98
416,2006-12-22,1896.48,1918.49,1880.57,1895.64
417,2006-12-25,1898.82,1957.47,1898.82,1939.1
418,2006-12-26,1941.8,1959.98,1914.97,1938.24
419,2006-12-27,1940.41,1983.11,1939.55,1982.88
420,2006-12-28,1988.02,2010.37,1964.97,1979.93
421,2006-12-29,1991.88,2052.86,1991.88,2041.05
422,2007-01-04,2073.25,2139.49,2054.24,2067.09
423,2007-01-05,2051.15,2083.4,2030.76,2072.88
424,2007-01-08,2072,2131.74,2071.72,2131.56
425,2007-01-09,2137.49,2201.36,2128.06,2200.09
426,2007-01-10,2210.76,2255.97,2194.77,2255.97
427,2007-01-11,2257.01,2289.95,2224.37,2231.63
428,2007-01-12,2215.86,2249.54,2159.77,2173.75
429,2007-01-15,2170.94,2287.68,2170.94,2287.34
430,2007-01-16,2310.96,2354.43,2297.24,2353.87
431,2007-01-17,2360.41,2393.22,2266.34,2308.93
432,2007-01-18,2292.17,2325.53,2240.21,2317.09
433,2007-01-19,2320.87,2396.09,2320.87,2396.09
434,2007-01-22,2424.81,2491.71,2424.81,2491.31
435,2007-01-23,2508.26,2516.59,2415.11,2508.13
436,2007-01-24,2508.52,2556.1,2489.93,2536.43
437,2007-01-25,2512.46,2529.43,2449.05,2452.83
438,2007-01-26,2415.75,2524.24,2356.98,2512.92
439,2007-01-29,2529.94,2582.41,2521.5,2576.92
440,2007-01-30,2586.52,2599.45,2531.78,2551.88
441,2007-01-31,2544.3,2548.18,2367.67,2385.33
442,2007-02-01,2350.6,2410.42,2310.57,2395.17
443,2007-02-02,2397.06,2403.62,2293.28,2298
444,2007-02-05,2282.77,2304.32,2247.93,2271.8
445,2007-02-06,2271.37,2316.7,2198.9,2316.04
446,2007-02-07,2330.43,2390.87,2330.43,2369.79
447,2007-02-08,2376.63,2415.96,2354.7,2410.6
448,2007-02-09,2412.64,2417.64,2376.02,2397.25
449,2007-02-12,2397.85,2485.76,2396.79,2485.39
450,2007-02-13,2498.34,2526.23,2489.66,2522.63
451,2007-02-14,2527.56,2594.66,2520.53,2588.35
452,2007-02-15,2607.63,2669.18,2607.63,2668.63
453,2007-02-16,2692.67,2717.57,2660.49,2676.74
454,2007-02-26,2679.26,2710.3,2641.12,2707.68
455,2007-02-27,2717.81,2719.52,2454.92,2457.49
456,2007-02-28,2413.42,2554.23,2413.33,2544.57
457,2007-03-01,2550.26,2550.33,2439.5,2473.54
458,2007-03-02,2468.67,2523.86,2455.82,2508.73
459,2007-03-05,2503.82,2541.82,2409.72,2475.61
460,2007-03-06,2467.74,2539.45,2452.14,2520.29
461,2007-03-07,2532.98,2594.46,2532.15,2589.44
462,2007-03-08,2597.72,2628.45,2565.11,2627.63
463,2007-03-09,2632.8,2643.81,2587.49,2611.39
464,2007-03-12,2612.96,2619.5,2563.37,2616.17
465,2007-03-13,2620.72,2641.63,2605.23,2640.17
466,2007-03-14,2609.93,2625.12,2546.65,2597.36
467,2007-03-15,2595.54,2645.88,2595.54,2645.55
468,2007-03-16,2656.01,2665.39,2576.32,2604.23
469,2007-03-19,2533.71,2674.8,2523.3,2659.41
470,2007-03-20,2669.64,2674.47,2645.25,2672.77
471,2007-03-21,2685.93,2703,2666.89,2702.6
472,2007-03-22,2720.46,2740.28,2702.41,2711.32
473,2007-03-23,2710.36,2726.62,2653.79,2716.27
474,2007-03-26,2725.4,2764.4,2713.93,2764.03
475,2007-03-27,2770.35,2789.97,2753.02,2784.02
476,2007-03-28,2787.24,2806.08,2689.11,2797.65
477,2007-03-29,2802.38,2830.08,2782.93,2783.3
478,2007-03-30,2768.71,2801.95,2753.15,2781.78
479,2007-04-02,2793.96,2850.15,2793.96,2850.11
480,2007-04-03,2861.9,2888.33,2852.57,2888.11
481,2007-04-04,2893.38,2924.68,2875.69,2911.82
482,2007-04-05,2909.5,2950.66,2895.42,2945.04
483,2007-04-06,2921.73,2977.46,2911.05,2972.01
484,2007-04-09,2988.38,3043.06,2988.38,3038.17
485,2007-04-10,3053.35,3081.62,2993.11,3081.57
486,2007-04-11,3092.08,3121.54,3059.28,3121.32
487,2007-04-12,3129.25,3176.69,3114.91,3176.44
488,2007-04-13,3182.78,3211.61,3154.11,3169.23
489,2007-04-16,3177.3,3256.57,3177.29,3256
490,2007-04-17,3273.43,3288.17,3182.95,3283.6
491,2007-04-18,3294.21,3311.98,3244.93,3304.5
492,2007-04-19,3297.95,3297.95,3065.28,3150.3
493,2007-04-20,3165.67,3297.41,3165.67,3289.28
494,2007-04-23,3330.8,3433.52,3330.8,3431.32
495,2007-04-24,3462.48,3490.81,3418.3,3445.2
496,2007-04-25,3432.02,3467.83,3376.08,3448.28
497,2007-04-26,3465.11,3493.91,3438.88,3493.58
498,2007-04-27,3499.94,3503.89,3436,3470.52
499,2007-04-30,3487.36,3568.68,3478.93,3558.71
500,2007-05-08,3643.81,3699.37,3618.78,3686.03
501,2007-05-09,3699.3,3717.34,3556.61,3701.28
502,2007-05-10,3703.52,3742.23,3671.81,3724.51
503,2007-05-11,3696.29,3715.37,3629.71,3702.61
504,2007-05-14,3648.27,3769.16,3620.86,3734.42
505,2007-05-15,3739.05,3751.64,3600.21,3604.64
506,2007-05-16,3598,3700.65,3557.2,3700.29
507,2007-05-17,3716.44,3794.16,3705.27,3778.6
508,2007-05-18,3771.27,3805.21,3746.24,3776.63
509,2007-05-21,3650.8,3843.84,3643.08,3831.44
510,2007-05-22,3849.04,3893.19,3849.04,3870.49
511,2007-05-23,3879.76,3939.49,3853.91,3938.95
512,2007-05-24,3953.89,3972.58,3858.51,3919.75
513,2007-05-25,3907.73,3996.85,3888.31,3985.25
514,2007-05-28,4033.92,4091.94,4027.36,4072.58
515,2007-05-29,4090.9,4168.53,4079.87,4168.29
516,2007-05-30,3906.04,4104.2,3849.7,3886.46
517,2007-05-31,3828.92,3991.73,3683.56,3927.95
518,2007-06-01,3953.1,4014.15,3780.03,3803.95
519,2007-06-04,3804.96,3822.41,3503.94,3511.43
520,2007-06-05,3407,3635.15,3246.73,3634.63
521,2007-06-06,3652.89,3712.53,3550.74,3677.58
522,2007-06-07,3694.55,3802.3,3684.46,3802.3
523,2007-06-08,3814.19,3861.21,3769.15,3837.87
524,2007-06-11,3876.07,3937.79,3870.23,3931.86
525,2007-06-12,3953.96,4036.35,3834.02,4036.11
526,2007-06-13,4071.74,4146.52,4064.15,4118.27
527,2007-06-14,4103.52,4132,4022.78,4075.82
528,2007-06-15,4043.11,4115.73,4025.1,4099.38
529,2007-06-18,4178.76,4246.4,4177.19,4227.57
530,2007-06-19,4227.59,4254.71,4186.18,4253
531,2007-06-20,4268.65,4292.2,4138.33,4157.6
532,2007-06-21,4140.69,4208.87,4110.96,4197.28
533,2007-06-22,4203.13,4220.92,3970.35,4051.43
534,2007-06-25,4066.45,4105.99,3850.84,3877.59
535,2007-06-26,3804.41,3929.37,3752.93,3928.21
536,2007-06-27,3946.88,4053.41,3912.2,4040.48
537,2007-06-28,4038.38,4067.81,3857.85,3858.52
538,2007-06-29,3769.33,3867.75,3718.16,3764.08
539,2007-07-02,3746.18,3801.9,3644.19,3757.66
540,2007-07-03,3782.78,3835.29,3744.01,3832.23
541,2007-07-04,3840.41,3848.08,3727.56,3743.58
542,2007-07-05,3688.31,3706.6,3535.04,3537.44
543,2007-07-06,3517.6,3712.74,3475.27,3710.28
544,2007-07-09,3743.87,3840.99,3722.23,3821.3
545,2007-07-10,3832.76,3852.93,3764.25,3775.62
546,2007-07-11,3751.49,3797.81,3732.29,3789.87
547,2007-07-12,3799.19,3839.21,3780.03,3816.92
548,2007-07-13,3825.03,3829.68,3773.93,3820.12
549,2007-07-16,3824.91,3830.37,3697.22,3697.97
550,2007-07-17,3684.33,3812.25,3650.25,3789.65
551,2007-07-18,3776.94,3861.51,3756.7,3807.57
552,2007-07-19,3796.92,3836.39,3778.51,3807
553,2007-07-20,3808.08,3971.89,3808.08,3971.88
554,2007-07-23,4009.06,4157.39,4009.06,4156.72
555,2007-07-24,4187.33,4241.58,4143.59,4161.35
556,2007-07-25,4163.36,4256.05,4163.35,4255.46
557,2007-07-26,4282.68,4325.93,4244.08,4303.19
558,2007-07-27,4277.55,4318.34,4225.03,4307.14
559,2007-07-30,4305.18,4426.31,4303.73,4410.3
560,2007-07-31,4402.52,4467.65,4359.59,4460.56
561,2007-08-01,4479.3,4496.25,4271.06,4290.48
562,2007-08-02,4311.6,4449.4,4303.98,4436.19
563,2007-08-03,4472.89,4599.25,4472.89,4598.38
564,2007-08-06,4642.78,4704.19,4623.49,4703.98
565,2007-08-07,4715.39,4771.58,4634.87,4724.55
566,2007-08-08,4680.07,4741.45,4579.4,4668.09
567,2007-08-09,4666.42,4779.14,4666.2,4777.29
568,2007-08-10,4765.85,4771.61,4631.04,4726.68
569,2007-08-13,4724.52,4767.08,4663.2,4721.19
570,2007-08-14,4721.45,4803.57,4704.15,4795.57
571,2007-08-15,4804.68,4836.59,4697.97,4798.75
572,2007-08-16,4772.36,4772.97,4665.21,4721.94
573,2007-08-17,4694.2,4774.99,4616.97,4626.58
574,2007-08-20,4749.2,4885.83,4747.27,4885.43
575,2007-08-21,4915.52,4995.53,4909.84,4972.71
576,2007-08-22,4899.93,5075.89,4887.14,5051.69
577,2007-08-23,5075.51,5154.85,5028.12,5135.93
578,2007-08-24,5161.15,5231.15,5158.03,5217.58
579,2007-08-27,5250.62,5296.57,5191.28,5243.15
580,2007-08-28,5220.64,5270.3,5136.61,5251.77
581,2007-08-29,5215.65,5283.33,5138.34,5171.82
582,2007-08-30,5193.73,5247.57,5176,5241.23
583,2007-08-31,5255.09,5307.42,5219.99,5296.81
584,2007-09-03,5335.05,5433.75,5335.05,5419.17
585,2007-09-04,5421.25,5429.21,5333.49,5360.33
586,2007-09-05,5357.55,5389.33,5265.06,5363.25
587,2007-09-06,5389.49,5448.84,5365.5,5412.04
588,2007-09-07,5382.91,5402.71,5284.65,5294.79
589,2007-09-10,5226.74,5380.46,5182.1,5377.22
590,2007-09-11,5384.56,5414,5104.35,5124.09
591,2007-09-12,5102.58,5212.65,5059.46,5202.86
592,2007-09-13,5230.65,5351.58,5212.03,5349.97
593,2007-09-14,5362.46,5405.85,5274.22,5397.28
594,2007-09-17,5389.5,5504.77,5387.68,5498.91
595,2007-09-18,5524.1,5533.53,5405.18,5476.84
596,2007-09-19,5487.38,5498.59,5385.42,5419.27
597,2007-09-20,5436.64,5501.4,5430.31,5494.92
598,2007-09-21,5508.5,5516.11,5357.5,5468.1
599,2007-09-24,5481.38,5541.13,5400.68,5513.9
600,2007-09-25,5524.02,5540.87,5423.52,5454.62
601,2007-09-26,5433.63,5489.86,5338.31,5361.02
602,2007-09-27,5364.53,5429.05,5338.04,5427.66
603,2007-09-28,5479.85,5590.85,5479.85,5580.81
604,2007-10-08,5703.28,5715.91,5617.1,5653.14
605,2007-10-09,5638.63,5682.97,5582.77,5675.93
606,2007-10-10,5694.99,5776.21,5653.79,5685.76
607,2007-10-11,5695.13,5761.22,5650.1,5760.08
608,2007-10-12,5777.9,5796.28,5485.56,5737.22
609,2007-10-15,5761.87,5824.98,5690.07,5821.45
610,2007-10-16,5851.54,5885.48,5815.61,5877.2
611,2007-10-17,5862.38,5891.72,5797.61,5824.12
612,2007-10-18,5813.24,5813.24,5593.99,5615.75
613,2007-10-19,5651.03,5711.5,5563.78,5614.06
614,2007-10-22,5543.79,5594.5,5465.85,5472.68
615,2007-10-23,5467.83,5541.96,5373.05,5540.09
616,2007-10-24,5564.48,5644.97,5553.33,5588.01
617,2007-10-25,5549.66,5556.55,5312.85,5333.79
618,2007-10-26,5279.1,5428.58,5266.37,5394.81
619,2007-10-29,5428.68,5509.35,5428.68,5508.36
620,2007-10-30,5529.96,5597.27,5467.52,5596.07
621,2007-10-31,5663.76,5691.87,5590.54,5688.54
622,2007-11-01,5701.49,5702.21,5604.79,5605.23
623,2007-11-02,5514.85,5565.66,5448.99,5472.93
624,2007-11-05,5438.81,5494.62,5333.38,5360.31
625,2007-11-06,5331.31,5406.1,5295.79,5317.55
626,2007-11-07,5348.56,5388.64,5231.61,5350.63
627,2007-11-08,5321.86,5321.86,5090.96,5093.67
628,2007-11-09,5042.76,5129.11,4962.3,5040.52
629,2007-11-12,4916.82,5018.11,4795.43,4978.25
630,2007-11-13,5024.52,5082.64,4866.16,4939.24
631,2007-11-14,5013.78,5147.01,4924.82,5145.89
632,2007-11-15,5129.81,5170.97,5069.52,5081.11
633,2007-11-16,4999.84,5021.71,4917.49,5007.66
634,2007-11-19,5017.4,5033.95,4968.73,4994.42
635,2007-11-20,4964.56,5099.52,4916.47,5069.38
636,2007-11-21,5087.25,5135.25,4993.29,4997.62
637,2007-11-22,4902.63,4949.33,4759.91,4772.62
638,2007-11-23,4733.37,4857.05,4711.79,4856.16
639,2007-11-26,4931.6,4954.18,4795.35,4800.08
640,2007-11-27,4759.01,4806.83,4708.8,4711.15
641,2007-11-28,4724.47,4760.66,4619.51,4648.75
642,2007-11-29,4708.38,4847.58,4637.48,4842.07
643,2007-11-30,4841.08,4841.08,4723.79,4737.41
644,2007-12-03,4714.92,4809.27,4689.52,4772.67
645,2007-12-04,4786.64,4886.58,4786.64,4829.21
646,2007-12-05,4829.95,4970.17,4815.61,4965.95
647,2007-12-06,4986.25,4999.93,4928.13,4971.06
648,2007-12-07,4979.84,5041.78,4977.87,5041.35
649,2007-12-10,4961.67,5138.69,4944.83,5133.56
650,2007-12-11,5162.09,5181.41,5068.03,5140
651,2007-12-12,5108.58,5130.72,5033.72,5077.39
652,2007-12-13,5051.78,5067.39,4881.34,4884.3
653,2007-12-14,4827.39,4979.19,4800.24,4977.65
654,2007-12-17,4976.24,4977.57,4855.17,4857.29
655,2007-12-18,4827.26,4883,4799,4829.91
656,2007-12-19,4877.77,4961.59,4865.35,4946.29
657,2007-12-20,4968.03,5048.06,4935.4,5037.19
658,2007-12-21,5016.46,5103.77,5014.7,5101.85
659,2007-12-24,5142.16,5239.22,5129.6,5207.13
660,2007-12-25,5217.56,5244.03,5180.59,5216.81
661,2007-12-26,5231.97,5273.14,5194.75,5265.03
662,2007-12-27,5286.98,5367.53,5260.1,5367.53
663,2007-12-28,5379.52,5391.67,5323.82,5338.27
664,2008-01-02,5349.76,5404.93,5283.45,5385.1
665,2008-01-03,5381.15,5422.67,5315.95,5422.03
666,2008-01-04,5430.63,5499.08,5422.46,5483.65
667,2008-01-07,5480.44,5569.15,5455.5,5556.59
668,2008-01-08,5575.95,5630.62,5485.23,5528.05
669,2008-01-09,5507.12,5614.68,5490.31,5613.76
670,2008-01-10,5631.65,5707.67,5602.59,5672.15
671,2008-01-11,5688.56,5702.57,5629.64,5699.15
672,2008-01-14,5717.52,5756.92,5679.29,5731.76
673,2008-01-15,5743.43,5754.11,5652.04,5696.45
674,2008-01-16,5642.57,5642.57,5498.39,5505.72
675,2008-01-17,5445.8,5533.65,5226.64,5365.62
676,2008-01-18,5358.18,5419.57,5307.5,5414.47
677,2008-01-21,5424.64,5434.35,5122.46,5145.73
678,2008-01-22,5015.43,5032.25,4708.39,4753.87
679,2008-01-23,4787.17,4976.27,4751.5,4975.11
680,2008-01-24,5034.53,5079.8,4926.37,5027.21
681,2008-01-25,5022.9,5121.41,4966.52,5077.43
682,2008-01-28,5038.51,5038.51,4711.28,4731.88
683,2008-01-29,4742.9,4845.66,4688.73,4762.08
684,2008-01-30,4817.16,4858.1,4606.14,4710.65
685,2008-01-31,4693.61,4733.7,4614.28,4620.4
686,2008-02-01,4623.62,4660.99,4414.12,4571.94
687,2008-02-04,4695.55,4951.25,4695.55,4950.12
688,2008-02-05,4942.88,4995.57,4878.12,4921.83
689,2008-02-13,4858.81,4883.24,4785.8,4816.08
690,2008-02-14,4858.85,4913.32,4842.85,4880.25
691,2008-02-15,4846.02,4846.02,4742.1,4813.31
692,2008-02-18,4875.21,4944.88,4845.31,4910.99
693,2008-02-19,4926.84,5020.75,4885.69,5020.75
694,2008-02-20,5032.78,5062.26,4901.66,4908.72
695,2008-02-21,4878.57,4924.45,4796.1,4876.03
696,2008-02-22,4850.88,4850.88,4649.81,4702.24
697,2008-02-25,4704.32,4722.64,4510.69,4519.78
698,2008-02-26,4637.6,4668.83,4394.59,4515.53
699,2008-02-27,4543.1,4660.41,4500.89,4639.77
700,2008-02-28,4651.16,4670.17,4582.82,4622.06
701,2008-02-29,4616.24,4683.16,4597.63,4674.55
702,2008-03-03,4648.73,4803.9,4611.7,4790.74
703,2008-03-04,4813.4,4836.66,4657.38,4671.15
704,2008-03-05,4650.52,4689.97,4519.74,4628.72
705,2008-03-06,4645.07,4746.58,4592.62,4685.03
706,2008-03-07,4641.75,4693.21,4597.01,4621.69
707,2008-03-10,4588.73,4588.77,4406.23,4431.59
708,2008-03-11,4393.28,4441.18,4315.18,4441.18
709,2008-03-12,4534.81,4553.34,4308.35,4309.65
710,2008-03-13,4266.27,4296.36,4121.27,4198.96
711,2008-03-14,4179.44,4212.41,4092.79,4157.87
712,2008-03-17,4138.88,4138.88,3958.29,3965.28
713,2008-03-18,3924.87,3996.96,3700.35,3763.95
714,2008-03-19,3837.6,3954.47,3776.3,3888.86
715,2008-03-20,3833.21,4044.69,3658.04,4001.83
716,2008-03-21,3998.2,4083.16,3958.97,4037.83
717,2008-03-24,4086.07,4103.57,3857.09,3857.09
718,2008-03-25,3780.46,3937.67,3747.02,3905.77
719,2008-03-26,3926.86,4001.55,3888.02,3914.37
720,2008-03-27,3847.44,3873.61,3745.88,3748.92
721,2008-03-28,3712.98,3925.86,3661.38,3918.16
722,2008-03-31,3802.21,3891.66,3780.12,3790.53
723,2008-04-01,3776.27,3815.16,3566.21,3582.85
724,2008-04-02,3621.39,3698.53,3493.18,3547.98
725,2008-04-03,3518.22,3665.65,3457.62,3650.7
726,2008-04-07,3611.96,3854.07,3578.38,3845.82
727,2008-04-08,3852.01,3935.33,3820.1,3891.06
728,2008-04-09,3857.27,3911.7,3687.6,3688.12
729,2008-04-10,3641.66,3754.72,3608.32,3754.72
730,2008-04-11,3794.3,3825.29,3755.01,3783.73
731,2008-04-14,3699.14,3710.79,3525.19,3536.33
732,2008-04-15,3513.07,3583.86,3417.25,3583.3
733,2008-04-16,3573.66,3583.81,3483.19,3494.02
734,2008-04-17,3493.24,3559.1,3340.88,3386.63
735,2008-04-18,3356.56,3390.55,3248.53,3272.5
736,2008-04-21,3516.43,3516.43,3223.89,3267.55
737,2008-04-22,3207.88,3301.55,3122.39,3296.28
738,2008-04-23,3267.36,3467.43,3245.3,3453.73
739,2008-04-24,3739.32,3781.48,3659.73,3774.5
740,2008-04-25,3781.91,3915.84,3737.98,3803.07
741,2008-04-28,3740.95,3791.77,3711.19,3729.15
742,2008-04-29,3704.93,3797.53,3702.02,3776.94
743,2008-04-30,3793.85,3970.57,3793.85,3959.12
744,2008-05-05,4015.21,4061.47,3972.56,4055.78
745,2008-05-06,4021.07,4075.57,3961.34,4010.89
746,2008-05-07,3986.13,4042.41,3821.11,3821.32
747,2008-05-08,3774.04,3926,3761.28,3925.04
748,2008-05-09,3960.89,3973.06,3806.52,3878.92
749,2008-05-12,3804.99,3952.79,3766.58,3904.92
750,2008-05-13,3786.53,3923.17,3778.72,3851.69
