,date,open,high,low,close
0,2017-01-03,3313.95,3345.26,3313.95,3342.23
1,2017-01-04,3340.56,3369.57,3338.15,3368.31
2,2017-01-05,3368.34,3373.41,3361.46,3367.79
3,2017-01-06,3366.85,3368.87,3346.89,3347.67
4,2017-01-09,3345.75,3366.22,3344.35,3363.9
5,2017-01-10,3361.64,3370.51,3354.09,3358.27
6,2017-01-11,3355.8,3366.63,3334.3,3334.5
7,2017-01-12,3332.69,3343.13,3315.96,3317.62
8,2017-01-13,3317.96,3338.17,3309.37,3319.91
9,2017-01-16,3314.15,3322.78,3264.21,3319.45
10,2017-01-17,3305.6,3327.38,3292.2,3326.36
11,2017-01-18,3323.34,3350.96,3320.41,3339.37
12,2017-01-19,3330.95,3346.5,3324.68,3329.29
13,2017-01-20,3326.98,3358.41,3326.37,3354.89
14,2017-01-23,3359.05,3378.74,3355.85,3364.08
15,2017-01-24,3363.14,3371.32,3355.9,3364.45
16,2017-01-25,3361.66,3376.44,3357.22,3375.9
17,2017-01-26,3378.26,3395.88,3378.26,3387.96
18,2017-02-03,3390.93,3392.48,3362.57,3364.49
19,2017-02-06,3368.11,3381.33,3358.75,3373.21
20,2017-02-07,3371.77,3376.71,3354.62,3365.68
21,2017-02-08,3361.78,3383.69,3347.43,3383.29
22,2017-02-09,3381.9,3406.59,3379.79,3396.29
23,2017-02-10,3398.32,3422.33,3398.03,3413.49
24,2017-02-13,3416.92,3439.54,3416.87,3436.27
25,2017-02-14,3438.51,3440.67,3424.4,3435.8
26,2017-02-15,3435.39,3448.03,3417.08,3421.71
27,2017-02-16,3421.83,3440.93,3418.35,3440.93
28,2017-02-17,3443.62,3457.56,3419.61,3421.44
29,2017-02-20,3421.64,3472.6,3421.64,3471.39
30,2017-02-21,3475.06,3490.09,3472.02,3482.82
31,2017-02-22,3483.2,3489.95,3473.52,3489.76
32,2017-02-23,3487.57,3492.96,3460.12,3473.32
33,2017-02-24,3468.96,3473.85,3455.25,3473.85
34,2017-02-27,3471.13,3472.84,3441.39,3446.22
35,2017-02-28,3445.03,3460.91,3441.36,3452.81
36,2017-03-01,3452.21,3472.7,3449.11,3458.44
37,2017-03-02,3463.48,3468.47,3434,3435.1
38,2017-03-03,3424.66,3428.88,3412.83,3427.86
39,2017-03-06,3427.25,3449.03,3425.9,3446.48
40,2017-03-07,3446.16,3454.04,3440.06,3453.96
41,2017-03-08,3452.2,3457.04,3441.26,3448.73
42,2017-03-09,3442.9,3443.05,3414.68,3426.94
43,2017-03-10,3423.98,3436.24,3423.94,3427.89
44,2017-03-13,3425.67,3458.1,3412.69,3458.1
45,2017-03-14,3456.66,3465.39,3448.9,3456.69
46,2017-03-15,3452.21,3463.92,3445.27,3463.64
47,2017-03-16,3472.27,3492.13,3472.27,3481.51
48,2017-03-17,3485.31,3488.5,3441.47,3445.81
49,2017-03-20,3449.05,3454.06,3429.83,3449.61
50,2017-03-21,3449.77,3466.7,3445.64,3466.35
51,2017-03-22,3450.75,3464.33,3433.5,3450.05
52,2017-03-23,3452.41,3470.82,3435.69,3461.98
53,2017-03-24,3464.2,3499.32,3461.11,3489.6
54,2017-03-27,3488.76,3505.98,3474.52,3478.04
55,2017-03-28,3480.25,3482.29,3461.47,3469.81
56,2017-03-29,3472.97,3483.06,3455.55,3465.19
57,2017-03-30,3461.62,3467.3,3422.37,3436.76
58,2017-03-31,3434.82,3456.31,3430.82,3456.05
59,2017-04-05,3476.42,3504.54,3475.15,3503.89
60,2017-04-06,3507.99,3517.78,3495.72,3514.05
61,2017-04-07,3514.45,3526.81,3506.39,3517.46
62,2017-04-10,3519.46,3522.8,3502.08,3505.14
63,2017-04-11,3503.83,3520.13,3466.14,3517.33
64,2017-04-12,3514.57,3523.1,3498,3509.44
65,2017-04-13,3500.28,3518.44,3496.57,3514.57
66,2017-04-14,3516.81,3517.47,3476.95,3486.5
67,2017-04-17,3475.74,3480.57,3453.68,3479.94
68,2017-04-18,3474.89,3489.08,3462.63,3462.74
69,2017-04-19,3452.99,3459.35,3418.51,3445.88
70,2017-04-20,3444.52,3465.61,3440.72,3461.55
71,2017-04-21,3461.39,3475.56,3449.54,3466.79
72,2017-04-24,3458.23,3458.23,3403.98,3431.26
73,2017-04-25,3427.73,3449.67,3422.65,3440.97
74,2017-04-26,3440.25,3466.57,3439.15,3445.18
75,2017-04-27,3435.1,3449.27,3399.54,3446.72
76,2017-04-28,3439.57,3439.9,3417.24,3439.75
77,2017-05-02,3427.92,3436.31,3418.67,3426.58
78,2017-05-03,3421.76,3432.22,3403.08,3413.13
79,2017-05-04,3404.94,3421.4,3391.28,3404.39
80,2017-05-05,3393.48,3395.45,3366.56,3382.55
81,2017-05-08,3369.11,3374.16,3339.57,3358.81
82,2017-05-09,3342.6,3358.05,3327.59,3352.53
83,2017-05-10,3350.65,3369.43,3336,3337.7
84,2017-05-11,3322.95,3359.6,3312.89,3356.65
85,2017-05-12,3350.94,3387.27,3349.17,3385.38
86,2017-05-15,3391.59,3406.58,3391.59,3399.19
87,2017-05-16,3390.93,3428.85,3373.55,3428.65
88,2017-05-17,3423.19,3433.97,3408.15,3409.97
89,2017-05-18,3387.67,3409.93,3383.94,3398.11
90,2017-05-19,3395.23,3405.94,3392.38,3403.85
91,2017-05-22,3400.59,3424.18,3391.17,3411.24
92,2017-05-23,3405.03,3434.77,3401.53,3424.19
93,2017-05-24,3409.72,3424.17,3383.89,3424.17
94,2017-05-25,3414.4,3490.42,3413.22,3485.66
95,2017-05-26,3479.62,3498.31,3473.04,3480.43
96,2017-05-31,3495.07,3515.08,3474.92,3492.88
97,2017-06-01,3485.22,3499.81,3476.43,3497.74
98,2017-06-02,3491.59,3498.12,3470.2,3486.51
99,2017-06-05,3480.17,3484.12,3462.31,3468.75
100,2017-06-06,3464.38,3492.88,3460.45,3492.88
101,2017-06-07,3493.88,3537.09,3491.13,3533.87
102,2017-06-08,3531.24,3562.27,3528.18,3560.98
103,2017-06-09,3561.24,3590.89,3560.63,3576.17
104,2017-06-12,3570.22,3603.69,3565.9,3574.39
105,2017-06-13,3569.16,3584.41,3559.21,3582.27
106,2017-06-14,3571.25,3571.25,3530.27,3535.3
107,2017-06-15,3530.75,3542.28,3508.95,3528.79
108,2017-06-16,3522.97,3536.14,3514.39,3518.76
109,2017-06-19,3520.06,3554.91,3520.06,3553.67
110,2017-06-20,3560.79,3563.7,3539.51,3546.49
111,2017-06-21,3567.13,3587.99,3545.57,3587.96
112,2017-06-22,3583.56,3635.53,3581.34,3590.34
113,2017-06-23,3583.44,3623.24,3569.32,3622.88
114,2017-06-26,3627.02,3671.94,3627.02,3668.09
115,2017-06-27,3665.58,3676.53,3648.76,3674.72
116,2017-06-28,3664.16,3672.19,3644.03,3646.17
117,2017-06-29,3649.25,3669.13,3644.73,3668.83
118,2017-06-30,3654.73,3669.76,3646.23,3666.8
119,2017-07-03,3667.23,3667.6,3633.78,3650.85
120,2017-07-04,3646.83,3646.85,3611.69,3619.98
121,2017-07-05,3611.9,3660.73,3610.46,3659.68
122,2017-07-06,3654.56,3666.77,3629.56,3660.1
123,2017-07-07,3647.64,3657.11,3631.87,3655.93
124,2017-07-10,3647.94,3667.85,3641.53,3653.69
125,2017-07-11,3646.88,3701.21,3645.99,3670.81
126,2017-07-12,3672.63,3691.58,3640.59,3658.82
127,2017-07-13,3656.35,3690.48,3652.57,3686.92
128,2017-07-14,3682.62,3703.09,3672.74,3703.09
129,2017-07-17,3700.62,3716.47,3621.37,3663.56
130,2017-07-18,3648.49,3667.54,3622.04,3667.18
131,2017-07-19,3660.87,3731.05,3658.2,3729.75
132,2017-07-20,3725.14,3750.19,3723.07,3747.88
133,2017-07-21,3738.18,3751.69,3722.07,3728.6
134,2017-07-24,3724.38,3755.19,3719.85,3743.47
135,2017-07-25,3742.64,3752.16,3713.28,3719.56
136,2017-07-26,3722.88,3738.53,3684.18,3705.39
137,2017-07-27,3700.86,3716.69,3672.5,3712.19
138,2017-07-28,3703.49,3725.54,3696.78,3721.89
139,2017-07-31,3722.43,3746.52,3713.66,3737.87
140,2017-08-01,3738.74,3770.4,3737.1,3770.38
141,2017-08-02,3768.19,3784.35,3759.28,3760.85
142,2017-08-03,3755.11,3766.35,3718.44,3727.83
143,2017-08-04,3724.72,3738.73,3707,3707.58
144,2017-08-07,3701.22,3730.78,3689.96,3726.79
145,2017-08-08,3724.33,3737.33,3718.81,3732.21
146,2017-08-09,3728.03,3739,3713.57,3731.04
147,2017-08-10,3724.96,3746.86,3688.18,3715.92
148,2017-08-11,3687.93,3700.49,3645.09,3647.35
149,2017-08-14,3651.38,3698.37,3651.38,3694.68
150,2017-08-15,3695.78,3719.29,3692.28,3706.06
151,2017-08-16,3701.13,3707.14,3679.73,3701.42
152,2017-08-17,3707.07,3722.62,3704.41,3721.28
153,2017-08-18,3707.19,3733.49,3700.41,3724.67
154,2017-08-21,3731.84,3744.26,3728.62,3740.99
155,2017-08-22,3745.75,3758.29,3734.56,3752.3
156,2017-08-23,3747.61,3772.46,3741.72,3756.09
157,2017-08-24,3755.89,3765.71,3729.09,3734.65
158,2017-08-25,3736.29,3795.97,3736.29,3795.75
159,2017-08-28,3805.66,3866.94,3805.66,3842.71
160,2017-08-29,3839.18,3847.93,3825.76,3834.54
161,2017-08-30,3834.27,3854.71,3827.86,3834.3
162,2017-08-31,3835.84,3840.2,3800.89,3822.09
163,2017-09-01,3825.34,3843.62,3818.16,3830.54
164,2017-09-04,3828.54,3847.09,3813.55,3845.62
165,2017-09-05,3845.55,3865.29,3841.95,3857.05
166,2017-09-06,3846.75,3858.25,3831.38,3849.45
167,2017-09-07,3851.69,3858.16,3828.83,3829.87
168,2017-09-08,3830.07,3843.02,3813.98,3825.99
169,2017-09-11,3828.34,3850.74,3817.51,3825.65
170,2017-09-12,3832.24,3849.39,3822,3837.93
171,2017-09-13,3835.55,3847.78,3822.94,3842.61
172,2017-09-14,3843.57,3854.49,3820.09,3829.96
173,2017-09-15,3826.14,3843.3,3818.52,3831.3
174,2017-09-18,3832.96,3862.36,3832.96,3843.14
175,2017-09-19,3849.88,3857.3,3820.29,3832.12
176,2017-09-20,3830.15,3850.94,3827.89,3842.44
177,2017-09-21,3843.26,3860.8,3837.38,3837.82
178,2017-09-22,3826.46,3842.25,3816.82,3837.73
179,2017-09-25,3829.22,3835.39,3811.12,3817.79
180,2017-09-26,3810.33,3821.69,3808.38,3820.78
181,2017-09-27,3818.96,3832.57,3818.81,3821.2
182,2017-09-28,3821.59,3827.33,3813.75,3822.54
183,2017-09-29,3825.2,3852.22,3825.2,3836.5
184,2017-10-09,3910.11,3918.84,3876.03,3882.21
185,2017-10-10,3883,3900.74,3855.47,3889.86
186,2017-10-11,3886.82,3913.07,3885.5,3902.69
187,2017-10-12,3902.02,3917.44,3897.55,3912.95
188,2017-10-13,3912.98,3927.17,3908.89,3921
189,2017-10-16,3926.28,3947.42,3913.32,3913.45
190,2017-10-17,3910.79,3924.61,3900.48,3913.07
191,2017-10-18,3914.82,3944.41,3914.82,3944.16
192,2017-10-19,3940.58,3944.03,3923.65,3931.25
193,2017-10-20,3918.53,3928.96,3910.2,3926.85
194,2017-10-23,3930.89,3936.27,3920.66,3930.8
195,2017-10-24,3926.23,3959.5,3922.03,3959.4
196,2017-10-25,3958.17,3978.09,3954,3976.95
197,2017-10-26,3980.05,4013.6,3973.55,3993.58
198,2017-10-27,3992.55,4024.46,3991.35,4021.97
199,2017-10-30,4022.16,4033.34,3960.27,4009.72
200,2017-10-31,3995.39,4009.28,3983.26,4006.72
201,2017-11-01,4007.91,4032.46,3991.32,3996.62
202,2017-11-02,3994.09,3999.23,3971.38,3997.13
203,2017-11-03,3992.35,3999.34,3963.03,3992.7
204,2017-11-06,3989.18,4021.64,3975.41,4020.89
205,2017-11-07,4022.4,4064.22,4021.36,4054.25
206,2017-11-08,4051.49,4089.15,4040.58,4048.01
207,2017-11-09,4043.07,4076.61,4038.4,4075.9
208,2017-11-10,4070.28,4116.71,4067.66,4111.91
209,2017-11-13,4115.55,4137.65,4115.55,4128.07
210,2017-11-14,4129.27,4133.55,4086.89,4099.35
211,2017-11-15,4084.21,4102.81,4055.72,4073.67
212,2017-11-16,4063.49,4107.62,4062.27,4105.01
213,2017-11-17,4094.08,4122.38,4081.37,4120.85
214,2017-11-20,4093.73,4144.51,4060.96,4143.83
215,2017-11-21,4131.85,4220.26,4129.98,4217.7
216,2017-11-22,4228.37,4260.64,4191.15,4227.57
217,2017-11-23,4213.38,4214.19,4086.9,4102.4
218,2017-11-24,4089.47,4116.59,4057.49,4104.2
219,2017-11-27,4088.93,4088.93,4037.15,4049.95
220,2017-11-28,4034.21,4056.48,4010.3,4055.82
221,2017-11-29,4061.35,4069.24,4004.69,4053.75
222,2017-11-30,4034.01,4052.8,3988,4006.1
223,2017-12-01,4003.56,4027.11,3984.38,3998.14
224,2017-12-04,3989.05,4032.99,3982.32,4018.86
225,2017-12-05,4007.94,4045.93,4006.54,4040.17
226,2017-12-06,4027.12,4031.75,3964.81,4015.82
227,2017-12-07,4003.58,4017.95,3955.99,3971.06
228,2017-12-08,3962.83,4014.14,3955.44,4003.38
229,2017-12-11,4006.88,4069.5,4005.27,4069.5
230,2017-12-12,4068.51,4070.15,4015.45,4016.02
231,2017-12-13,4013.83,4052.69,4004.74,4050.09
232,2017-12-14,4050.9,4057.62,4013.85,4026.15
233,2017-12-15,4018.73,4020.27,3974.93,3980.86
234,2017-12-18,3983.3,4008.07,3967.93,3985.29
235,2017-12-19,3985.82,4035.63,3985.82,4035.33
236,2017-12-20,4036.02,4044.85,4015.63,4030.49
237,2017-12-21,4023.08,4080.78,4014.65,4067.85
238,2017-12-22,4064.91,4076.8,4048.49,4054.6
239,2017-12-25,4057.42,4086.93,4026.45,4041.54
240,2017-12-26,4040.62,4056.86,4015.3,4053.62
241,2017-12-27,4045.28,4047.74,3986.74,3991.21
242,2017-12-28,3993,4036.7,3980.24,4018.9
243,2017-12-29,4022.88,4043.14,4012.88,4030.85
